"Host","Virus","HostGenus","HostFamily","HostOrder","VirusGenus","VirusFamily","VirusOrder","VirusClass","VirusZoonotic","NumRecords","YearFirstRecord","YearLastRecord","DetectionSerology","DetectionGenetic","DetectionIsolation"
"rousettus aegyptiacus","polyomavirus predict_pyv-24","rousettus","pteropodidae","chiroptera",NA,"polyomaviridae","sepolyvirales","papovaviricetes",FALSE,2,2020,2020,FALSE,TRUE,FALSE
"rousettus aegyptiacus","polyomavirus predict_pyv-9","rousettus","pteropodidae","chiroptera",NA,"polyomaviridae","sepolyvirales","papovaviricetes",FALSE,3,2020,2020,FALSE,TRUE,FALSE
"rousettus aegyptiacus","psipapillomavirus 1","rousettus","pteropodidae","chiroptera","psipapillomavirus","papillomaviridae","zurhausenvirales","papovaviricetes",FALSE,3,2006,2010,FALSE,TRUE,TRUE
"rousettus aegyptiacus","rotavirus a","rousettus","pteropodidae","chiroptera","rotavirus","sedoreoviridae","reovirales","resentoviricetes",TRUE,3,2018,2022,FALSE,TRUE,FALSE
"rousettus aegyptiacus","rousettus bat coronavirus gccdc1","rousettus","pteropodidae","chiroptera","betacoronavirus","coronaviridae","nidovirales","pisoniviricetes",FALSE,1,2022,2022,FALSE,TRUE,FALSE
"rousettus aegyptiacus","rousettus bat coronavirus hku9","rousettus","pteropodidae","chiroptera","betacoronavirus","coronaviridae","nidovirales","pisoniviricetes",FALSE,23,2017,2022,FALSE,TRUE,FALSE
"rousettus aegyptiacus","shimoni bat lyssavirus","rousettus","pteropodidae","chiroptera","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",FALSE,1,2011,2011,TRUE,FALSE,FALSE
"rousettus aegyptiacus","west nile virus","rousettus","pteropodidae","chiroptera","flavivirus","flaviviridae","amarillovirales","flasuviricetes",TRUE,2,1966,2006,TRUE,FALSE,FALSE
"rousettus aegyptiacus","zaire ebolavirus","rousettus","pteropodidae","chiroptera","ebolavirus","filoviridae","mononegavirales","monjiviricetes",TRUE,2,2004,2009,TRUE,TRUE,FALSE
"rousettus amplexicaudatus","australian bat lyssavirus","rousettus","pteropodidae","chiroptera","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,2,2002,2002,TRUE,FALSE,FALSE
"rousettus amplexicaudatus","paramyxovirus predict_pmv-112","rousettus","pteropodidae","chiroptera",NA,"paramyxoviridae","mononegavirales","monjiviricetes",FALSE,1,2022,2022,FALSE,TRUE,FALSE
"rousettus amplexicaudatus","reston ebolavirus","rousettus","pteropodidae","chiroptera","ebolavirus","filoviridae","mononegavirales","monjiviricetes",FALSE,2,2011,2011,TRUE,FALSE,FALSE
"rousettus amplexicaudatus","rousettus bat coronavirus hku9","rousettus","pteropodidae","chiroptera","betacoronavirus","coronaviridae","nidovirales","pisoniviricetes",FALSE,6,2016,2022,FALSE,TRUE,FALSE
"rousettus leschenaultii","bat mastadenovirus b","rousettus","pteropodidae","chiroptera","mastadenovirus","adenoviridae","rowavirales","tectiliviricetes",FALSE,1,2012,2012,FALSE,FALSE,TRUE
"rousettus leschenaultii","bat mastadenovirus f","rousettus","pteropodidae","chiroptera","mastadenovirus","adenoviridae","rowavirales","tectiliviricetes",FALSE,3,2017,2017,FALSE,TRUE,FALSE
"rousettus leschenaultii","chikungunya virus","rousettus","pteropodidae","chiroptera","alphavirus","togaviridae","martellivirales","alsuviricetes",TRUE,2,1989,1989,FALSE,FALSE,TRUE
"rousettus leschenaultii","dengue virus","rousettus","pteropodidae","chiroptera","flavivirus","flaviviridae","amarillovirales","flasuviricetes",TRUE,2,2007,2007,FALSE,TRUE,FALSE
"rousettus leschenaultii","influenza a virus","rousettus","pteropodidae","chiroptera","alphainfluenzavirus","orthomyxoviridae","articulavirales","insthoviricetes",TRUE,2,1981,2007,TRUE,FALSE,FALSE
"rousettus leschenaultii","japanese encephalitis virus","rousettus","pteropodidae","chiroptera","flavivirus","flaviviridae","amarillovirales","flasuviricetes",TRUE,5,2008,2011,FALSE,TRUE,TRUE
"rousettus leschenaultii","kyasanur forest disease virus","rousettus","pteropodidae","chiroptera","flavivirus","flaviviridae","amarillovirales","flasuviricetes",TRUE,2,1978,1978,TRUE,FALSE,FALSE
"rousettus leschenaultii","nelson bay orthoreovirus","rousettus","pteropodidae","chiroptera","orthoreovirus","spinareoviridae","reovirales","resentoviricetes",TRUE,3,2006,2023,TRUE,TRUE,TRUE
"rousettus leschenaultii","nipah henipavirus","rousettus","pteropodidae","chiroptera","henipavirus","paramyxoviridae","mononegavirales","monjiviricetes",TRUE,2,2008,2008,TRUE,FALSE,FALSE
"rousettus leschenaultii","rabies lyssavirus","rousettus","pteropodidae","chiroptera","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,2,2010,2010,TRUE,FALSE,FALSE
"rousettus leschenaultii","reston ebolavirus","rousettus","pteropodidae","chiroptera","ebolavirus","filoviridae","mononegavirales","monjiviricetes",FALSE,2,2012,2013,TRUE,FALSE,FALSE
"rousettus leschenaultii","rhinolophus bat coronavirus hku2","rousettus","pteropodidae","chiroptera","alphacoronavirus","coronaviridae","nidovirales","pisoniviricetes",FALSE,1,2023,2023,FALSE,TRUE,FALSE
"rousettus leschenaultii","rotavirus a","rousettus","pteropodidae","chiroptera","rotavirus","sedoreoviridae","reovirales","resentoviricetes",TRUE,2,2017,2023,FALSE,TRUE,FALSE
"rousettus leschenaultii","rousettus bat coronavirus gccdc1","rousettus","pteropodidae","chiroptera","betacoronavirus","coronaviridae","nidovirales","pisoniviricetes",FALSE,7,2016,2022,FALSE,TRUE,FALSE
"rousettus leschenaultii","rousettus bat coronavirus hku9","rousettus","pteropodidae","chiroptera","betacoronavirus","coronaviridae","nidovirales","pisoniviricetes",FALSE,5,2010,2023,FALSE,TRUE,TRUE
"rousettus leschenaultii","severe acute respiratory syndrome-related coronavirus","rousettus","pteropodidae","chiroptera","betacoronavirus","coronaviridae","nidovirales","pisoniviricetes",TRUE,2,2005,2008,TRUE,FALSE,FALSE
"rousettus leschenaultii","west nile virus","rousettus","pteropodidae","chiroptera","flavivirus","flaviviridae","amarillovirales","flasuviricetes",TRUE,4,1970,2008,FALSE,TRUE,TRUE
"rousettus leschenaultii","zaire ebolavirus","rousettus","pteropodidae","chiroptera","ebolavirus","filoviridae","mononegavirales","monjiviricetes",TRUE,1,2012,2012,TRUE,FALSE,FALSE
"rousettus madagascariensis","tioman pararubulavirus","rousettus","pteropodidae","chiroptera","pararubulavirus","paramyxoviridae","mononegavirales","monjiviricetes",FALSE,1,2007,2007,TRUE,FALSE,FALSE
"rousettus sp.","coronavirus predict_cov-89","rousettus","pteropodidae","chiroptera",NA,"coronaviridae","nidovirales","pisoniviricetes",FALSE,3,2022,2022,FALSE,TRUE,FALSE
"rousettus sp.","rousettus bat coronavirus hku9","rousettus","pteropodidae","chiroptera","betacoronavirus","coronaviridae","nidovirales","pisoniviricetes",FALSE,16,2016,2022,FALSE,TRUE,FALSE
"thoopterus nigrescens","paramyxovirus predict_pmv-122","thoopterus","pteropodidae","chiroptera",NA,"paramyxoviridae","mononegavirales","monjiviricetes",FALSE,1,2020,2020,FALSE,TRUE,FALSE
"rhinolophus affinis","chiropteran dependoparvovirus 1","rhinolophus","rhinolophidae","chiroptera","dependoparvovirus","parvoviridae","piccovirales","quintoviricetes",FALSE,1,2010,2010,FALSE,TRUE,FALSE
"rhinolophus affinis","japanese encephalitis virus","rhinolophus","rhinolophidae","chiroptera","flavivirus","flaviviridae","amarillovirales","flasuviricetes",TRUE,2,2012,2013,FALSE,TRUE,TRUE
"rhinolophus affinis","mammalian orthoreovirus","rhinolophus","rhinolophidae","chiroptera","orthoreovirus","spinareoviridae","reovirales","resentoviricetes",TRUE,2,2015,2015,FALSE,TRUE,TRUE
"rhinolophus affinis","nipah henipavirus","rhinolophus","rhinolophidae","chiroptera","henipavirus","paramyxoviridae","mononegavirales","monjiviricetes",TRUE,2,2008,2008,TRUE,FALSE,FALSE
"rhinolophus affinis","norwalk virus","rhinolophus","rhinolophidae","chiroptera","norovirus","caliciviridae","picornavirales","pisoniviricetes",TRUE,1,2018,2018,FALSE,TRUE,FALSE
"rhinolophus affinis","paramyxovirus predict_pmv-42","rhinolophus","rhinolophidae","chiroptera",NA,"paramyxoviridae","mononegavirales","monjiviricetes",FALSE,1,2017,2017,FALSE,TRUE,FALSE
"rhinolophus affinis","reston ebolavirus","rhinolophus","rhinolophidae","chiroptera","ebolavirus","filoviridae","mononegavirales","monjiviricetes",FALSE,1,2012,2012,TRUE,FALSE,FALSE
"rhinolophus affinis","rhinolophus bat coronavirus hku2","rhinolophus","rhinolophidae","chiroptera","alphacoronavirus","coronaviridae","nidovirales","pisoniviricetes",FALSE,4,2020,2023,FALSE,TRUE,FALSE
"rhinolophus affinis","rotavirus a","rhinolophus","rhinolophidae","chiroptera","rotavirus","sedoreoviridae","reovirales","resentoviricetes",TRUE,1,2022,2022,FALSE,TRUE,FALSE
"rhinolophus affinis","severe acute respiratory syndrome-related coronavirus","rhinolophus","rhinolophidae","chiroptera","betacoronavirus","coronaviridae","nidovirales","pisoniviricetes",TRUE,11,2013,2022,FALSE,TRUE,TRUE
"rhinolophus affinis","shanbavirus a","rhinolophus","rhinolophidae","chiroptera","shanbavirus","picornaviridae","picornavirales","pisoniviricetes",FALSE,1,2015,2015,FALSE,TRUE,FALSE
"rhinolophus alcyone","adenovirus predict_adv-35","rhinolophus","rhinolophidae","chiroptera",NA,"adenoviridae","rowavirales","tectiliviricetes",FALSE,2,2020,2020,FALSE,TRUE,FALSE
"rhinolophus alcyone","adenovirus predict_adv-64","rhinolophus","rhinolophidae","chiroptera",NA,"adenoviridae","rowavirales","tectiliviricetes",FALSE,1,2020,2020,FALSE,TRUE,FALSE
"rhinolophus alcyone","roundleaf bat hepatitis b virus","rhinolophus","rhinolophidae","chiroptera","orthohepadnavirus","hepadnaviridae","blubervirales","revtraviricetes",FALSE,2,2013,2014,FALSE,TRUE,FALSE
"rhinolophus blasii","rhinolophus bat coronavirus hku2","rhinolophus","rhinolophidae","chiroptera","alphacoronavirus","coronaviridae","nidovirales","pisoniviricetes",FALSE,1,2010,2010,FALSE,TRUE,FALSE
"rhinolophus blasii","rotavirus a","rhinolophus","rhinolophidae","chiroptera","rotavirus","sedoreoviridae","reovirales","resentoviricetes",TRUE,1,2020,2020,FALSE,TRUE,FALSE
"rhinolophus blasii","severe acute respiratory syndrome-related coronavirus","rhinolophus","rhinolophidae","chiroptera","betacoronavirus","coronaviridae","nidovirales","pisoniviricetes",TRUE,1,2010,2010,FALSE,TRUE,FALSE
"rhinolophus blasii","shanbavirus a","rhinolophus","rhinolophidae","chiroptera","shanbavirus","picornaviridae","picornavirales","pisoniviricetes",FALSE,1,2015,2015,FALSE,TRUE,FALSE
"rhinolophus blythi","dyoxipapillomavirus 1","rhinolophus","rhinolophidae","chiroptera","dyoxipapillomavirus","papillomaviridae","zurhausenvirales","papovaviricetes",FALSE,1,2017,2017,FALSE,TRUE,FALSE
"rhinolophus coelophyllus","paramyxovirus predict_pmv-53","rhinolophus","rhinolophidae","chiroptera",NA,"paramyxoviridae","mononegavirales","monjiviricetes",FALSE,1,2017,2017,FALSE,TRUE,FALSE
"rhinolophus cornutus","japanese encephalitis virus","rhinolophus","rhinolophidae","chiroptera","flavivirus","flaviviridae","amarillovirales","flasuviricetes",TRUE,1,1970,1970,FALSE,FALSE,TRUE
"rhinolophus cornutus","severe acute respiratory syndrome-related coronavirus","rhinolophus","rhinolophidae","chiroptera","betacoronavirus","coronaviridae","nidovirales","pisoniviricetes",TRUE,2,2013,2020,FALSE,TRUE,FALSE
"rhinolophus creaghi","coronavirus predict_cov-105","rhinolophus","rhinolophidae","chiroptera",NA,"coronaviridae","nidovirales","pisoniviricetes",FALSE,1,2022,2022,FALSE,TRUE,FALSE
"rhinolophus creaghi","coronavirus predict_cov-110","rhinolophus","rhinolophidae","chiroptera",NA,"coronaviridae","nidovirales","pisoniviricetes",FALSE,1,2022,2022,FALSE,TRUE,FALSE
"rhinolophus creaghi","coronavirus predict_cov-78","rhinolophus","rhinolophidae","chiroptera",NA,"coronaviridae","nidovirales","pisoniviricetes",FALSE,1,2022,2022,FALSE,TRUE,FALSE
"rhinolophus creaghi","paramyxovirus predict_pmv-106","rhinolophus","rhinolophidae","chiroptera",NA,"paramyxoviridae","mononegavirales","monjiviricetes",FALSE,1,2020,2020,FALSE,TRUE,FALSE
"rhinolophus creaghi","paramyxovirus predict_pmv-107","rhinolophus","rhinolophidae","chiroptera",NA,"paramyxoviridae","mononegavirales","monjiviricetes",FALSE,1,2020,2020,FALSE,TRUE,FALSE
"rhinolophus creaghi","paramyxovirus predict_pmv-72","rhinolophus","rhinolophidae","chiroptera",NA,"paramyxoviridae","mononegavirales","monjiviricetes",FALSE,2,2017,2020,FALSE,TRUE,FALSE
"rhinolophus eloquens","marburg marburgvirus","rhinolophus","rhinolophidae","chiroptera","marburgvirus","filoviridae","mononegavirales","monjiviricetes",TRUE,2,2007,2007,TRUE,TRUE,FALSE
"rhinolophus eloquens","mount elgon bat ledantevirus","rhinolophus","rhinolophidae","chiroptera","ledantevirus","rhabdoviridae","mononegavirales","monjiviricetes",FALSE,1,2006,2006,FALSE,FALSE,TRUE
"rhinolophus euryale","rotavirus a","rhinolophus","rhinolophidae","chiroptera","rotavirus","sedoreoviridae","reovirales","resentoviricetes",TRUE,1,2020,2020,FALSE,TRUE,FALSE
"rhinolophus euryale","severe acute respiratory syndrome-related coronavirus","rhinolophus","rhinolophidae","chiroptera","betacoronavirus","coronaviridae","nidovirales","pisoniviricetes",TRUE,1,2010,2010,FALSE,TRUE,FALSE
"rhinolophus euryale","shanbavirus a","rhinolophus","rhinolophidae","chiroptera","shanbavirus","picornaviridae","picornavirales","pisoniviricetes",FALSE,1,2015,2015,FALSE,TRUE,FALSE
"rhinolophus ferrumequinum","bat mastadenovirus b","rhinolophus","rhinolophidae","chiroptera","mastadenovirus","adenoviridae","rowavirales","tectiliviricetes",FALSE,1,2011,2011,FALSE,TRUE,FALSE
"rhinolophus ferrumequinum","coronavirus predict_cov-65","rhinolophus","rhinolophidae","chiroptera",NA,"coronaviridae","nidovirales","pisoniviricetes",FALSE,1,2022,2022,FALSE,TRUE,FALSE
"rhinolophus ferrumequinum","diresapivirus a","rhinolophus","rhinolophidae","chiroptera","diresapivirus","picornaviridae","picornavirales","pisoniviricetes",FALSE,1,2015,2015,FALSE,TRUE,FALSE
"rhinolophus ferrumequinum","european bat 1 lyssavirus","rhinolophus","rhinolophidae","chiroptera","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,3,2002,2013,FALSE,TRUE,FALSE
"rhinolophus ferrumequinum","european bat 2 lyssavirus","rhinolophus","rhinolophidae","chiroptera","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,1,2006,2006,FALSE,FALSE,TRUE
"rhinolophus ferrumequinum","hantaan orthohantavirus","rhinolophus","rhinolophidae","chiroptera","orthohantavirus","hantaviridae","bunyavirales","ellioviricetes",TRUE,2,1994,1994,FALSE,TRUE,TRUE
"rhinolophus ferrumequinum","hepatitis b virus","rhinolophus","rhinolophidae","chiroptera","orthohepadnavirus","hepadnaviridae","blubervirales","revtraviricetes",TRUE,1,2017,2017,FALSE,TRUE,FALSE
"rhinolophus ferrumequinum","japanese encephalitis virus","rhinolophus","rhinolophidae","chiroptera","flavivirus","flaviviridae","amarillovirales","flasuviricetes",TRUE,2,1970,2006,TRUE,FALSE,FALSE
"rhinolophus ferrumequinum","mamastrovirus 17","rhinolophus","rhinolophidae","chiroptera","mamastrovirus","astroviridae","stellavirales","stelpaviricetes",FALSE,1,2009,2009,FALSE,TRUE,FALSE
"rhinolophus ferrumequinum","middle east respiratory syndrome-related coronavirus","rhinolophus","rhinolophidae","chiroptera","betacoronavirus","coronaviridae","nidovirales","pisoniviricetes",TRUE,1,2022,2022,FALSE,TRUE,FALSE
"rhinolophus ferrumequinum","orthohepevirus d","rhinolophus","rhinolophidae","chiroptera","orthohepevirus","hepeviridae","hepelivirales","alsuviricetes",FALSE,1,2012,2012,FALSE,FALSE,TRUE
"rhinolophus ferrumequinum","puumala orthohantavirus","rhinolophus","rhinolophidae","chiroptera","orthohantavirus","hantaviridae","bunyavirales","ellioviricetes",TRUE,2,1998,1999,FALSE,TRUE,FALSE
"rhinolophus ferrumequinum","rabies lyssavirus","rhinolophus","rhinolophidae","chiroptera","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,2,2010,2010,TRUE,FALSE,FALSE
"rhinolophus ferrumequinum","rhinolophus bat coronavirus hku2","rhinolophus","rhinolophidae","chiroptera","alphacoronavirus","coronaviridae","nidovirales","pisoniviricetes",FALSE,1,2007,2007,FALSE,TRUE,FALSE
"rhinolophus ferrumequinum","rhinolophus ferrumequinum alphacoronavirus hub-2013","rhinolophus","rhinolophidae","chiroptera","alphacoronavirus","coronaviridae","nidovirales","pisoniviricetes",FALSE,2,2015,2016,FALSE,TRUE,FALSE
"rhinolophus ferrumequinum","severe acute respiratory syndrome-related coronavirus","rhinolophus","rhinolophidae","chiroptera","betacoronavirus","coronaviridae","nidovirales","pisoniviricetes",TRUE,15,2005,2022,FALSE,TRUE,TRUE
"rhinolophus ferrumequinum","shanbavirus a","rhinolophus","rhinolophidae","chiroptera","shanbavirus","picornaviridae","picornavirales","pisoniviricetes",FALSE,3,2015,2023,FALSE,TRUE,FALSE
"rhinolophus ferrumequinum","treisdeltapapillomavirus 1","rhinolophus","rhinolophidae","chiroptera","treisdeltapapillomavirus","papillomaviridae","zurhausenvirales","papovaviricetes",FALSE,2,2014,2018,FALSE,TRUE,FALSE
"rhinolophus fumigatus","adenovirus predict_adv-60","rhinolophus","rhinolophidae","chiroptera",NA,"adenoviridae","rowavirales","tectiliviricetes",FALSE,1,2020,2020,FALSE,TRUE,FALSE
"rhinolophus hildebrandti","mount elgon bat ledantevirus","rhinolophus","rhinolophidae","chiroptera","ledantevirus","rhabdoviridae","mononegavirales","monjiviricetes",FALSE,1,1969,1969,FALSE,FALSE,TRUE
"rhinolophus hipposideros","mammalian orthoreovirus","rhinolophus","rhinolophidae","chiroptera","orthoreovirus","spinareoviridae","reovirales","resentoviricetes",TRUE,3,2012,2015,FALSE,TRUE,TRUE
"rhinolophus hipposideros","rotavirus a","rhinolophus","rhinolophidae","chiroptera","rotavirus","sedoreoviridae","reovirales","resentoviricetes",TRUE,2,2013,2013,FALSE,TRUE,TRUE
"rhinolophus hipposideros","shanbavirus a","rhinolophus","rhinolophidae","chiroptera","shanbavirus","picornaviridae","picornavirales","pisoniviricetes",FALSE,1,2015,2015,FALSE,TRUE,FALSE
"rhinolophus landeri","adenovirus predict_adv-35","rhinolophus","rhinolophidae","chiroptera",NA,"adenoviridae","rowavirales","tectiliviricetes",FALSE,1,2020,2020,FALSE,TRUE,FALSE
"rhinolophus landeri","adenovirus predict_adv-42","rhinolophus","rhinolophidae","chiroptera",NA,"adenoviridae","rowavirales","tectiliviricetes",FALSE,1,2020,2020,FALSE,TRUE,FALSE
"rhinolophus landeri","adenovirus predict_adv-64","rhinolophus","rhinolophidae","chiroptera",NA,"adenoviridae","rowavirales","tectiliviricetes",FALSE,1,2020,2020,FALSE,TRUE,FALSE
"rhinolophus landeri","hepatovirus g","rhinolophus","rhinolophidae","chiroptera","hepatovirus","picornaviridae","picornavirales","pisoniviricetes",FALSE,1,2015,2015,FALSE,TRUE,FALSE
"rhinolophus landeri","rotavirus a","rhinolophus","rhinolophidae","chiroptera","rotavirus","sedoreoviridae","reovirales","resentoviricetes",TRUE,1,2022,2022,FALSE,TRUE,FALSE
"rhinolophus lepidus","coronavirus predict_cov-89","rhinolophus","rhinolophidae","chiroptera",NA,"coronaviridae","nidovirales","pisoniviricetes",FALSE,1,2022,2022,FALSE,TRUE,FALSE
"rhinolophus lepidus","coronavirus predict_cov-92","rhinolophus","rhinolophidae","chiroptera",NA,"coronaviridae","nidovirales","pisoniviricetes",FALSE,1,2022,2022,FALSE,TRUE,FALSE
"rhinolophus lepidus","paramyxovirus predict_pmv-103","rhinolophus","rhinolophidae","chiroptera",NA,"paramyxoviridae","mononegavirales","monjiviricetes",FALSE,1,2020,2020,FALSE,TRUE,FALSE
"rhinolophus lepidus","paramyxovirus predict_pmv-117","rhinolophus","rhinolophidae","chiroptera",NA,"paramyxoviridae","mononegavirales","monjiviricetes",FALSE,1,2020,2020,FALSE,TRUE,FALSE
"rhinolophus lepidus","shanbavirus a","rhinolophus","rhinolophidae","chiroptera","shanbavirus","picornaviridae","picornavirales","pisoniviricetes",FALSE,1,2015,2015,FALSE,TRUE,FALSE
"rhinolophus luctus","hepatitis b virus","rhinolophus","rhinolophidae","chiroptera","orthohepadnavirus","hepadnaviridae","blubervirales","revtraviricetes",TRUE,1,2017,2017,FALSE,TRUE,FALSE
"rhinolophus macrotis","chiropteran dependoparvovirus 1","rhinolophus","rhinolophidae","chiroptera","dependoparvovirus","parvoviridae","piccovirales","quintoviricetes",FALSE,1,2010,2010,FALSE,TRUE,FALSE
"rhinolophus macrotis","japanese encephalitis virus","rhinolophus","rhinolophidae","chiroptera","flavivirus","flaviviridae","amarillovirales","flasuviricetes",TRUE,1,2015,2015,TRUE,FALSE,FALSE
"rhinolophus macrotis","rhinolophus bat coronavirus hku2","rhinolophus","rhinolophidae","chiroptera","alphacoronavirus","coronaviridae","nidovirales","pisoniviricetes",FALSE,2,2007,2020,FALSE,TRUE,FALSE
"rhinolophus macrotis","severe acute respiratory syndrome-related coronavirus","rhinolophus","rhinolophidae","chiroptera","betacoronavirus","coronaviridae","nidovirales","pisoniviricetes",TRUE,6,2006,2023,FALSE,TRUE,TRUE
"rhinolophus marshalli","rotavirus a","rhinolophus","rhinolophidae","chiroptera","rotavirus","sedoreoviridae","reovirales","resentoviricetes",TRUE,1,2023,2023,FALSE,TRUE,FALSE
"rhinolophus mehelyi","severe acute respiratory syndrome-related coronavirus","rhinolophus","rhinolophidae","chiroptera","betacoronavirus","coronaviridae","nidovirales","pisoniviricetes",TRUE,1,2010,2010,FALSE,TRUE,FALSE
"rhinolophus monoceros","hepatitis b virus","rhinolophus","rhinolophidae","chiroptera","orthohepadnavirus","hepadnaviridae","blubervirales","revtraviricetes",TRUE,3,2017,2017,FALSE,TRUE,FALSE
"rhinolophus monoceros","severe acute respiratory syndrome-related coronavirus","rhinolophus","rhinolophidae","chiroptera","betacoronavirus","coronaviridae","nidovirales","pisoniviricetes",TRUE,1,2014,2014,FALSE,TRUE,FALSE
"rhinolophus pearsonii","chiropteran dependoparvovirus 1","rhinolophus","rhinolophidae","chiroptera","dependoparvovirus","parvoviridae","piccovirales","quintoviricetes",FALSE,1,2010,2010,FALSE,TRUE,FALSE
"rhinolophus pearsonii","hepatitis b virus","rhinolophus","rhinolophidae","chiroptera","orthohepadnavirus","hepadnaviridae","blubervirales","revtraviricetes",TRUE,3,2017,2017,FALSE,TRUE,FALSE
"rhinolophus pearsonii","mamastrovirus 17","rhinolophus","rhinolophidae","chiroptera","mamastrovirus","astroviridae","stellavirales","stelpaviricetes",FALSE,1,2009,2009,FALSE,TRUE,FALSE
"rhinolophus pearsonii","norwalk virus","rhinolophus","rhinolophidae","chiroptera","norovirus","caliciviridae","picornavirales","pisoniviricetes",TRUE,1,2023,2023,FALSE,TRUE,FALSE
"rhinolophus pearsonii","rhinolophus bat coronavirus hku2","rhinolophus","rhinolophidae","chiroptera","alphacoronavirus","coronaviridae","nidovirales","pisoniviricetes",FALSE,1,2007,2007,FALSE,TRUE,FALSE
"rhinolophus pearsonii","severe acute respiratory syndrome-related coronavirus","rhinolophus","rhinolophidae","chiroptera","betacoronavirus","coronaviridae","nidovirales","pisoniviricetes",TRUE,3,2005,2014,FALSE,TRUE,TRUE
"rhinolophus pusillus","hepatitis b virus","rhinolophus","rhinolophidae","chiroptera","orthohepadnavirus","hepadnaviridae","blubervirales","revtraviricetes",TRUE,2,2017,2017,FALSE,TRUE,FALSE
"rhinolophus pusillus","japanese encephalitis virus","rhinolophus","rhinolophidae","chiroptera","flavivirus","flaviviridae","amarillovirales","flasuviricetes",TRUE,2,2006,2007,FALSE,FALSE,TRUE
"rhinolophus pusillus","mammalian orthoreovirus","rhinolophus","rhinolophidae","chiroptera","orthoreovirus","spinareoviridae","reovirales","resentoviricetes",TRUE,3,2014,2015,FALSE,TRUE,TRUE
"rhinolophus pusillus","norwalk virus","rhinolophus","rhinolophidae","chiroptera","norovirus","caliciviridae","picornavirales","pisoniviricetes",TRUE,1,2023,2023,FALSE,TRUE,FALSE
"rhinolophus pusillus","oita ledantevirus","rhinolophus","rhinolophidae","chiroptera","ledantevirus","rhabdoviridae","mononegavirales","monjiviricetes",FALSE,1,2006,2006,FALSE,FALSE,TRUE
"rhinolophus pusillus","paramyxovirus predict_pmv-30","rhinolophus","rhinolophidae","chiroptera",NA,"paramyxoviridae","mononegavirales","monjiviricetes",FALSE,1,2017,2017,FALSE,TRUE,FALSE
"rhinolophus pusillus","rabies lyssavirus","rhinolophus","rhinolophidae","chiroptera","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,2,2010,2010,TRUE,FALSE,FALSE
"rhinolophus pusillus","rhinolophus bat coronavirus hku2","rhinolophus","rhinolophidae","chiroptera","alphacoronavirus","coronaviridae","nidovirales","pisoniviricetes",FALSE,2,2020,2023,FALSE,TRUE,FALSE
"rhinolophus pusillus","severe acute respiratory syndrome-related coronavirus","rhinolophus","rhinolophidae","chiroptera","betacoronavirus","coronaviridae","nidovirales","pisoniviricetes",TRUE,10,2005,2023,TRUE,TRUE,FALSE
"rhinolophus pusillus","shanbavirus a","rhinolophus","rhinolophidae","chiroptera","shanbavirus","picornaviridae","picornavirales","pisoniviricetes",FALSE,1,2023,2023,FALSE,TRUE,FALSE
"rhinolophus rex","rhinolophus bat coronavirus hku2","rhinolophus","rhinolophidae","chiroptera","alphacoronavirus","coronaviridae","nidovirales","pisoniviricetes",FALSE,1,2017,2017,FALSE,TRUE,FALSE
"rhinolophus rex","severe acute respiratory syndrome-related coronavirus","rhinolophus","rhinolophidae","chiroptera","betacoronavirus","coronaviridae","nidovirales","pisoniviricetes",TRUE,1,2014,2014,FALSE,TRUE,FALSE
"rhinolophus rouxii","japanese encephalitis virus","rhinolophus","rhinolophidae","chiroptera","flavivirus","flaviviridae","amarillovirales","flasuviricetes",TRUE,2,2008,2008,TRUE,FALSE,FALSE
"rhinolophus rouxii","kyasanur forest disease virus","rhinolophus","rhinolophidae","chiroptera","flavivirus","flaviviridae","amarillovirales","flasuviricetes",TRUE,1,2006,2006,FALSE,FALSE,TRUE
"rhinolophus rouxii","mamastrovirus 18","rhinolophus","rhinolophidae","chiroptera","mamastrovirus","astroviridae","stellavirales","stelpaviricetes",FALSE,1,2008,2008,FALSE,TRUE,FALSE
"rhinolophus shameli","coronavirus predict_cov-118","rhinolophus","rhinolophidae","chiroptera",NA,"coronaviridae","nidovirales","pisoniviricetes",FALSE,1,2022,2022,FALSE,TRUE,FALSE
"rhinolophus shameli","miniopterus bat coronavirus hku8","rhinolophus","rhinolophidae","chiroptera","alphacoronavirus","coronaviridae","nidovirales","pisoniviricetes",FALSE,1,2021,2021,FALSE,TRUE,FALSE
"rhinolophus shameli","rhinolophus bat coronavirus hku2","rhinolophus","rhinolophidae","chiroptera","alphacoronavirus","coronaviridae","nidovirales","pisoniviricetes",FALSE,2,2022,2023,FALSE,TRUE,FALSE
"rhinolophus simulator","rotavirus a","rhinolophus","rhinolophidae","chiroptera","rotavirus","sedoreoviridae","reovirales","resentoviricetes",TRUE,1,2016,2016,FALSE,TRUE,FALSE
